State_name,Year,season,Average_temperature,Area_total_under_SPEI-1.6,normalised drought_area_under SPEI -1.6,Area_total_under_SPEI-2,normalised drought_area_under SPEI -2,rainfall_mm,yield_z_scores,production_z_scores,crop_production_ktons,Irrigated_total_area,Fertiliser_Consumption_tons,Milk  ('000 t),Egg (millions),Meat ( '000 t),price_z_scores,PRIMARY SECTOR CONSTANT PRICES (Millions in Rs),TOTAL CONSTANT PRICES (Millions in Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),STATE MALE AVERAGE FIELD LABOUR (Rs per Day),STATE FEMALE AVERAGE FIELD LABOUR (Rs per Day),growth_failure_5-14yo_dalys_per_100k,child_materNaNl_malnutrition_dalys_per_100k,under5_stunt_dalys_per_100k,food_subsidy_million_R,Child Wasting 5-14 year olds DALYS per 100 000,"Child Underweight 5-14 years old_ DALYs per 100,000"
Gujarat,2012,Rabi,298.2113133,91469.37912,0.53626228,0,0,5.6,-0.458294921,0.064074114,3153.2,1218.513112,585.841,10314.63,1455.84,34.5,0.165435811,475943,4272196,11.1404767,147.88,NaN,87.87674357,6932.067028,6932.067028,NaN,87.87674357,87.87674357
Gujarat,2013,Kharif,300.7060394,0,0,0,0,31528,-0.713893983,0.726021461,21632.1,2721.82598,777.421,11112.2,1555.07,33.18,-0.110867708,496701,4703563,10.56010093,161.18,NaN,80.4455658,6716.645375,6716.645375,NaN,80.4455658,80.4455658
Gujarat,2013,Rabi,298.7118096,0,0,0,0,204.1,-0.807702895,1.10056816,5080,1251.353131,787.479,11112.2,1555.07,33.18,0.070976262,496701,4703563,10.56010093,161.18,NaN,80.4455658,6716.645375,6716.645375,NaN,80.4455658,80.4455658
Gujarat,2014,Kharif,301.9391527,238605.2786,1.398883561,34018.45795,0.19944178,19846.6,-0.674326206,0.496447795,20192,2872.552721,870.799,11690.56,1656.5,34.01,-0.14825401,NaN,NaN,NaN,185,NaN,74.65938003,6309.276704,6309.276704,0,74.65938003,74.65938003
Gujarat,2014,Rabi,298.0903821,136149.1903,0.79820893,113281.8455,0.66414336,205.9,-1.074571427,0.52560557,3298,1213.696575,813.202,11690.56,1656.5,34.01,0.079853126,NaN,NaN,NaN,185,NaN,74.65938003,6309.276704,6309.276704,0,74.65938003,74.65938003
Gujarat,2015,Kharif,302.0945675,272866.9107,1.599751011,170897.1505,1.001927601,16831.3,-0.648202502,0.316936974,17822.4,2535.970499,821.376,12262.36,1721.59,33.94,-0.16442682,NaN,NaN,NaN,175.88,NaN,72.20961001,5948.447492,5948.447492,0,72.20961001,72.20961001
Gujarat,2015,Rabi,299.0606782,420485.7267,2.465203511,193603.5231,1.135049431,498.7,-1.189377331,0.871462958,2686,829.2795757,695.373,12262.36,1721.59,33.94,0.062231954,NaN,NaN,NaN,175.88,NaN,72.20961001,5948.447492,5948.447492,0,72.20961001,72.20961001
Gujarat,2016,Rabi,299.3752087,432040.9861,2.532949131,227204.1478,1.332041559,15.5,-0.955682365,0.304802824,2953,NaN,NaN,12784.13,1794.03,33.34,0.134279841,NaN,NaN,NaN,NaN,NaN,74.86259175,5370.861289,5370.861289,555.7,74.86259175,74.86259175
HaryaNaN,1990,Kharif,302.0540312,NaN,NaN,NaN,NaN,6201.7,-0.09075674,0.362198245,10532.6,1389.3,208.307,3419,490,NaN,0.126790922,NaN,NaN,NaN,35.15,23.85714286,246.0173121,16807.3958,16807.3958,NaN,246.0173121,246.0173121
HaryaNaN,1990,Rabi,294.0496737,21598.33719,0.667721256,0,0,1173.1,-0.292354428,-0.226123652,7024.4,1987,377.985,3419,490,NaN,0.69217408,NaN,NaN,NaN,35.15,23.85714286,246.0173121,16807.3958,16807.3958,NaN,246.0173121,246.0173121
HaryaNaN,1991,Kharif,303.2333808,32346.33761,1,0,0,4001.4,-0.125963084,-0.12422997,11496.3,1407,236.998,3565,507,NaN,0.089036649,NaN,NaN,NaN,41.75,27.77142857,235.0964968,15854.10766,15854.10766,NaN,235.0964968,235.0964968
HaryaNaN,1991,Rabi,294.0137491,NaN,NaN,NaN,NaN,959.4,-0.092876846,0.642202077,6982.8,1907,400.157,3565,507,NaN,0.434900121,NaN,NaN,NaN,41.75,27.77142857,235.0964968,15854.10766,15854.10766,NaN,235.0964968,235.0964968
HaryaNaN,1992,Kharif,302.2833399,0,0,0,0,4488.6,-0.397814617,0.264774058,9560,1486,216.427,3715,1038,NaN,0.117804267,NaN,NaN,NaN,50.12,40.71428571,216.8028479,15090.94165,15090.94165,NaN,216.8028479,216.8028479
HaryaNaN,1992,Rabi,293.7735127,32346.33761,1,32346.33761,1,744.4,-0.142513925,0.122576435,7532,2056,392.212,3715,1038,NaN,0.18463682,NaN,NaN,NaN,50.12,40.71428571,216.8028479,15090.94165,15090.94165,NaN,216.8028479,216.8028479
HaryaNaN,1993,Kharif,302.6637753,32346.33761,1,0,0,5904.2,0.231319293,-0.344093005,9113.1,1528,253.716,3850,1212,NaN,0.271188763,NaN,NaN,NaN,55.62,42.85714286,202.9211958,14581.73001,14581.73001,NaN,202.9211958,202.9211958
HaryaNaN,1993,Rabi,294.3873236,0,0,0,0,581.3,-0.419858494,0.159769981,7806,2074,417.968,3850,1212,NaN,0.238495859,NaN,NaN,NaN,55.62,42.85714286,202.9211958,14581.73001,14581.73001,NaN,202.9211958,202.9211958
HaryaNaN,1994,Kharif,301.7513217,NaN,NaN,NaN,NaN,5987.9,0.040680931,-0.113748561,10329.6,0,263.57,4062,1349,NaN,-0.50112037,NaN,NaN,NaN,60.87,48.57142857,177.8902982,13893.65526,13893.65526,NaN,177.8902982,177.8902982
HaryaNaN,1994,Rabi,294.4773043,10748.00043,0.332278744,0,0,515.1,1.17171296,-0.333185173,7815.5,0,448.684,4062,1349,NaN,-0.795827563,NaN,NaN,NaN,60.87,48.57142857,177.8902982,13893.65526,13893.65526,NaN,177.8902982,177.8902982
HaryaNaN,1995,Kharif,302.4895466,10748.00043,0.332278744,0,0,12686.2,0.242630072,-0.541094915,10668.81,0,278.247,4055,1480,NaN,0.244025484,NaN,NaN,NaN,NaN,NaN,168.1943012,13435.69887,13435.69887,NaN,168.1943012,168.1943012
HaryaNaN,1995,Rabi,293.8217015,0,0,0,0,1300.6,-0.255884532,0.176296959,7906,0,435.54,4055,1480,NaN,0.132377623,NaN,NaN,NaN,NaN,NaN,168.1943012,13435.69887,13435.69887,NaN,168.1943012,168.1943012
HaryaNaN,1996,Kharif,301.2984074,NaN,NaN,NaN,NaN,12141.6,-0.171509498,0.070106826,5619.6,0,281.793,4204,NaN,NaN,0.132079838,NaN,NaN,NaN,NaN,NaN,161.3616567,12923.19075,12923.19075,NaN,161.3616567,161.3616567
HaryaNaN,1996,Rabi,294.1408086,NaN,NaN,NaN,NaN,1381.9,-0.468158149,0.297273319,8300.3,0,479.665,4204,NaN,NaN,0.225290771,NaN,NaN,NaN,NaN,NaN,161.3616567,12923.19075,12923.19075,NaN,161.3616567,161.3616567
HaryaNaN,1997,Kharif,301.1224382,NaN,NaN,NaN,NaN,10022.4,-0.502235596,0.173854388,5405.3,0,342.549,4373,661.5,NaN,0.475221635,NaN,NaN,NaN,82.07,61.42857143,157.0238441,12434.56588,12434.56588,NaN,157.0238441,157.0238441
HaryaNaN,1997,Rabi,292.898242,NaN,NaN,NaN,NaN,1605.9,-0.122732021,0.032294153,8026.3,0,495.939,4373,661.5,NaN,0.290669929,NaN,NaN,NaN,82.07,61.42857143,157.0238441,12434.56588,12434.56588,NaN,157.0238441,157.0238441
HaryaNaN,1998,Kharif,302.2558925,NaN,NaN,NaN,NaN,13023.8,-0.437787473,-0.004585728,4686.9,1905,0,4527,682.7,5.67,-0.480522074,NaN,NaN,NaN,92.34,71.82142857,160.0008463,12084.99916,12084.99916,NaN,160.0008463,160.0008463
HaryaNaN,1998,Rabi,293.2665337,0,0,0,0,2716.7,-0.380524248,0.461671276,9078,2229,0,4527,682.7,5.67,-0.067244197,NaN,NaN,NaN,92.34,71.82142857,160.0008463,12084.99916,12084.99916,NaN,160.0008463,160.0008463
HaryaNaN,1999,Kharif,302.9203391,10748.00043,0.332278744,0,0,6968.2,0.554172165,-0.282866103,5292.9,1877,0,4679,756.3,6.57,-0.221028138,NaN,NaN,NaN,102.89,75.19428571,153.6431863,11851.36141,11851.36141,NaN,153.6431863,153.6431863
HaryaNaN,1999,Rabi,294.4402428,21496.00085,0.664557488,0,0,1207.3,0.125738225,-0.335772902,9820,2362,0,4679,756.3,6.57,0.04024573,NaN,NaN,NaN,102.89,75.19428571,153.6431863,11851.36141,11851.36141,NaN,153.6431863,153.6431863
HaryaNaN,2000,Kharif,302.6350003,32346.33761,1,0,0,7053.1,-0.205698777,-0.319959291,5598.3,1896,352.061,4850,1085.5,8.59,-0.492556005,NaN,NaN,NaN,NaN,NaN,153.3802114,11407.44731,11407.44731,NaN,153.3802114,153.3802114
HaryaNaN,2000,Rabi,294.2391269,21496.00085,0.664557488,0,0,1568.7,-0.038195985,-0.201457447,9882,2415,578.235,4850,1085.5,8.59,-0.224759432,NaN,NaN,NaN,NaN,NaN,153.3802114,11407.44731,11407.44731,NaN,153.3802114,153.3802114
HaryaNaN,2001,Kharif,302.1588938,21496.00085,0.664557488,0,0,8299.5,-0.209625644,-0.029350075,5269.5,1949,350.979,4978,1085.5,8.66,-0.342762081,NaN,NaN,NaN,107.73,74.36285714,147.7038388,10913.02018,10913.02018,NaN,147.7038388,147.7038388
HaryaNaN,2001,Rabi,294.1312673,0,0,0,0,1972.9,-0.30336798,-0.390675782,9653.8,2346,632.981,4978,1085.5,8.66,0.06621717,NaN,NaN,NaN,107.73,74.36285714,147.7038388,10913.02018,10913.02018,NaN,147.7038388,147.7038388
HaryaNaN,2002,Kharif,303.4715945,32346.33761,1,32346.33761,1,5269.4,-0.252755243,0.480944959,5094.2,1787,281.913,5124,1250.9,8.73,0.046184796,NaN,NaN,NaN,NaN,NaN,128.1634494,10449.73775,10449.73775,NaN,128.1634494,128.1634494
HaryaNaN,2002,Rabi,294.6571787,10748.00043,0.332278744,0,0,2089.9,-0.191975626,-0.499790988,9318.6,2305,642.272,5124,1250.9,8.73,0.162154366,NaN,NaN,NaN,NaN,NaN,128.1634494,10449.73775,10449.73775,NaN,128.1634494,128.1634494
HaryaNaN,2003,Kharif,301.7860731,21496.00085,0.664557488,10748.00043,0.332278744,10288.2,-0.068148162,0.090001209,6203.1,1869,359.737,5221,1280.2,8.8,-0.012988265,NaN,NaN,NaN,101.51,76.29142857,112.4126955,10107.37268,10107.37268,NaN,112.4126955,112.4126955
HaryaNaN,2003,Rabi,294.0646685,0,0,0,0,1258.3,-0.16027146,-0.352646718,9317.7,2343,662.15,5221,1280.2,8.8,0.130299184,NaN,NaN,NaN,101.51,76.29142857,112.4126955,10107.37268,10107.37268,NaN,112.4126955,112.4126955
HaryaNaN,2004,Kharif,302.323229,53842.33847,1.664557488,10748.00043,0.332278744,8534.4,-0.440803016,0.144255009,6727.9,1953,386.178,5222,1481.6,9.15,-0.020236662,NaN,NaN,NaN,106.01,77.85714286,108.5702421,9736.060157,9736.060157,NaN,108.5702421,108.5702421
HaryaNaN,2004,Rabi,294.7639613,43094.33804,1.332278744,21496.00085,0.664557488,2134.3,-0.405590696,-0.521609255,9227.6,2336,663.851,5222,1481.6,9.15,0.078618776,NaN,NaN,NaN,106.01,77.85714286,108.5702421,9736.060157,9736.060157,NaN,108.5702421,108.5702421
HaryaNaN,2005,Kharif,302.6712724,21496.00085,0.664557488,0,0,9707.9,-0.247419432,0.338456813,6280.2,1947,431.804,5299,1512.5,73.27,-0.767502196,NaN,NaN,NaN,108.83,84.26285714,113.0532011,9432.517033,9432.517033,NaN,113.0532011,113.0532011
HaryaNaN,2005,Rabi,293.8720088,NaN,NaN,NaN,NaN,2057.7,-0.10693165,-0.415769032,9030,2330,696.863,5299,1512.5,73.27,-0.964534824,NaN,NaN,NaN,108.83,84.26285714,113.0532011,9432.517033,9432.517033,NaN,113.0532011,113.0532011
HaryaNaN,2006,Kharif,302.7563062,10748.00043,0.332278744,0,0,5682.7,-0.535066181,0.508275159,7239.6,1934.971,434.782,5366,NaN,NaN,0.173438655,NaN,NaN,NaN,115.45,93.71142857,111.2271217,9069.445489,9069.445489,NaN,111.2271217,111.2271217
HaryaNaN,2006,Rabi,295.1154779,53842.33847,1.664557488,32346.33761,1,1421,-0.471001884,-0.113938801,10286,2414.026,690.197,5366,NaN,NaN,0.208564598,NaN,NaN,NaN,115.45,93.71142857,111.2271217,9069.445489,9069.445489,NaN,111.2271217,111.2271217
HaryaNaN,2007,Kharif,302.9947781,NaN,NaN,NaN,NaN,5273.5,-0.71014132,0.561616512,7621.8,1950.28,502.364,5442,4103.1,194,0.242256117,247849,1261709,19.64391155,129.32,100.4071429,108.1090798,8771.8644,8771.8644,NaN,108.1090798,108.1090798
HaryaNaN,2007,Rabi,294.7599579,21496.00085,0.664557488,0,0,2878.7,0.031801915,-0.018102058,10448,2525.882,718.002,5442,4103.1,194,0.45276252,247849,1261709,19.64391155,129.32,100.4071429,108.1090798,8771.8644,8771.8644,NaN,108.1090798,108.1090798
HaryaNaN,2008,Kharif,301.5890593,32346.33761,1,21496.00085,0.664557488,7021.1,-0.424297367,0.266697638,6813.2,1974.673,553.626,5745,3815,230,0.82025006,265724,1364780,19.47009774,165.2,134.4085714,109.6925214,8509.16355,8509.16355,NaN,109.6925214,109.6925214
HaryaNaN,2008,Rabi,294.3966416,64692.67523,2,53842.33847,1.664557488,4486.9,-0.602139891,0.382756547,11154.2,2508.666,735.513,5745,3815,230,0.487688508,265724,1364780,19.47009774,165.2,134.4085714,109.6925214,8509.16355,8509.16355,NaN,109.6925214,109.6925214
HaryaNaN,2009,Kharif,303.3019013,21496.00085,0.664557488,0,0,6033.4,-0.427961221,-0.05925595,7070,2017.121,529.9,6006.1,3845.3,240.99,0.721517778,261877,1524745,17.1751342,192.16,156.0442857,104.4135746,8084.045895,8084.045895,NaN,104.4135746,104.4135746
HaryaNaN,2009,Rabi,295.3043001,10748.00043,0.332278744,0,0,979.7,-0.398105184,0.008261136,10724,2528.733,825.788,6006.1,3845.3,240.99,0.390568509,261877,1524745,17.1751342,192.16,156.0442857,104.4135746,8084.045895,8084.045895,NaN,104.4135746,104.4135746
HaryaNaN,2010,Kharif,301.7426305,10748.00043,0.332278744,0,0,14193,-0.492980202,0.117191707,7061,2022.34,550.491,6267.26,3964.4,318.86,0.124780297,275535,1637703,16.82447916,NaN,NaN,98.05604606,7677.745913,7677.745913,NaN,98.05604606,98.05604606
HaryaNaN,2010,Rabi,295.8139174,97039.01284,3,75440.67565,2.332278744,470.7,-0.755784558,0.03991053,11887,2537.227,807.128,6267.26,3964.4,318.86,0.007507579,275535,1637703,16.82447916,NaN,NaN,98.05604606,7677.745913,7677.745913,NaN,98.05604606,98.05604606
HaryaNaN,2011,Kharif,301.6604786,NaN,NaN,NaN,NaN,10099.7,-0.616333519,0.306631363,8331.9,2135.694,636.192,6661,4114.19,337.05,-0.056543154,295940,1765259,16.76467872,NaN,NaN,93.74781911,7075.317135,7075.317135,NaN,93.74781911,93.74781911
HaryaNaN,2011,Rabi,293.7903956,32346.33761,1,21496.00085,0.664557488,1869.7,-0.756123066,0.209205166,12928.66,2565.5,791.857,6661,4114.19,337.05,-0.116505247,295940,1765259,16.76467872,NaN,NaN,93.74781911,7075.317135,7075.317135,NaN,93.74781911,93.74781911
HaryaNaN,2012,Kharif,302.3404224,32346.33761,1,21496.00085,0.664557488,6483.1,-0.740776483,-0.163064489,8077.2,2074.493,586.837,7040.24,4234.27,347.61,-0.058712286,293784,1880331,15.62405768,301.27,NaN,93.83836966,6731.407406,6731.407406,NaN,93.83836966,93.83836966
HaryaNaN,2012,Rabi,293.9924874,NaN,NaN,NaN,NaN,436.3,-0.736808342,0.206469248,11363,2537.414,763.367,7040.24,4234.27,347.61,0.057836981,293784,1880331,15.62405768,301.27,NaN,93.83836966,6731.407406,6731.407406,NaN,93.83836966,93.83836966
HaryaNaN,2013,Kharif,301.9407724,NaN,NaN,NaN,NaN,8339.3,-0.573157253,-0.069443781,7965.9,2090.725,491.323,7441.67,4359.1,366.62,-0.025481358,303204,2010772,15.07898459,339.32,NaN,86.9589637,6402.886142,6402.886142,NaN,86.9589637,86.9589637
HaryaNaN,2013,Rabi,293.4224261,0,0,0,0,1996.8,-1.177376879,0.107980553,12040,2532.272,673.349,7441.67,4359.1,366.62,-0.06764952,303204,2010772,15.07898459,339.32,NaN,86.9589637,6402.886142,6402.886142,NaN,86.9589637,86.9589637
HaryaNaN,2014,Kharif,303.3228303,53842.33847,1.664557488,21496.00085,0.664557488,4811,-0.739504639,-0.375997386,7748.9,2190.458,553.409,7901.35,4578.98,381.4,-0.179365591,NaN,NaN,NaN,372,NaN,78.45036833,5876.799198,5876.799198,NaN,78.45036833,78.45036833
HaryaNaN,2014,Rabi,292.9856896,0,0,0,0,2024.5,-1.029375825,-0.135478674,10533.1,2655.039,749.741,7901.35,4578.98,381.4,-0.132946757,NaN,NaN,NaN,372,NaN,78.45036833,5876.799198,5876.799198,NaN,78.45036833,78.45036833
HaryaNaN,2015,Kharif,302.1653791,43196.67437,1.335442512,21496.00085,0.664557488,6685.2,-0.697879941,-0.259068926,6515.4,2279.295,571.039,8381.33,4913.34,402.8,-0.399965429,NaN,NaN,NaN,388.24,NaN,75.60251979,5493.82867,5493.82867,NaN,75.60251979,75.60251979
HaryaNaN,2015,Rabi,293.6880478,43196.67437,1.335442512,0,0,3243.6,-0.656040809,-0.197595979,11495.5,2595.222,776.353,8381.33,4913.34,402.8,-1.184461386,NaN,NaN,NaN,388.24,NaN,75.60251979,5493.82867,5493.82867,NaN,75.60251979,75.60251979
HaryaNaN,2016,Rabi,295.0426078,86188.67608,2.664557488,32346.33761,1,57.9,-0.325540226,-0.343591004,11676.2,NaN,NaN,8974.75,5213.91,427.48,-0.473033172,NaN,NaN,NaN,NaN,NaN,68.98008039,4995.417621,4995.417621,NaN,68.98008039,68.98008039
Himachal Pradesh,1990,Kharif,283.9351831,NaN,NaN,NaN,NaN,11418.3,0.202033533,-0.132783946,799.3,72.2,16.296,573,53,NaN,0.364757411,NaN,NaN,NaN,29.4,21.28555556,102.5893802,12471.94039,12471.94039,NaN,102.5893802,102.5893802
Himachal Pradesh,1990,Rabi,271.2880375,21175.93614,0.335667897,0,0,5074.1,-0.538499191,0.446521923,648.3,73.3,18.902,573,53,NaN,-0.371374512,NaN,NaN,NaN,29.4,21.28555556,102.5893802,12471.94039,12471.94039,NaN,102.5893802,102.5893802
Himachal Pradesh,1991,Kharif,283.496658,42018.88837,0.666057538,10421.47611,0.165194821,7851.8,0.050816395,-0.098885718,718.4,75.9,14.604,597,58,NaN,0.108191888,NaN,NaN,NaN,34.03,25.19,103.3030737,11947.39793,11947.39793,NaN,103.3030737,103.3030737
Himachal Pradesh,1991,Rabi,271.402884,10533.5427,0.166971231,0,0,5520.2,-0.441270107,0.233538394,635.2,76.4,19.116,597,58,NaN,-0.469244666,NaN,NaN,NaN,34.03,25.19,103.3030737,11947.39793,11947.39793,NaN,103.3030737,103.3030737
Himachal Pradesh,1992,Kharif,283.6693028,NaN,NaN,NaN,NaN,10347.7,-0.222486894,-0.028550454,787.7,75.8,15.599,610,151,NaN,-0.098500727,NaN,NaN,NaN,39.53,30.25,95.09368777,11480.66796,11480.66796,NaN,95.09368777,95.09368777
Himachal Pradesh,1992,Rabi,271.5926071,10533.5427,0.166971231,0,0,5955.1,-0.420711429,0.129068135,629.1,73.6,15.206,610,151,NaN,-0.618520554,NaN,NaN,NaN,39.53,30.25,95.09368777,11480.66796,11480.66796,NaN,95.09368777,95.09368777
Himachal Pradesh,1993,Kharif,284.1429641,31597.41225,0.500862717,31597.41225,0.500862717,8903.9,0.055571316,-0.363604756,803.3,0,13.914,654,147,NaN,0.088769285,NaN,NaN,NaN,42.89,31.09111111,89.69117206,10868.86262,10868.86262,NaN,89.69117206,89.69117206
Himachal Pradesh,1993,Rabi,271.8974879,10421.47611,0.165194821,0,0,4015,0.292143259,-0.436876336,441.1,0,14.7,654,147,NaN,-0.293700134,NaN,NaN,NaN,42.89,31.09111111,89.69117206,10868.86262,10868.86262,NaN,89.69117206,89.69117206
Himachal Pradesh,1994,Kharif,284.0245458,0,0,0,0,13893.3,-0.054824139,-0.170664206,807.9,0,14.964,663,160,NaN,0.119041618,NaN,NaN,NaN,51.7,35.156,81.41907828,10310.88666,10310.88666,NaN,81.41907828,81.41907828
Himachal Pradesh,1994,Rabi,271.6708655,42022.10422,0.666108514,0,0,3877.4,-0.510298606,0.20757485,638.4,0,14.263,663,160,NaN,-0.318770471,NaN,NaN,NaN,51.7,35.156,81.41907828,10310.88666,10310.88666,NaN,81.41907828,81.41907828
Himachal Pradesh,1995,Kharif,283.7566044,21175.93614,0.335667897,10533.5427,0.166971231,12697,0.001770994,-0.152125576,843.8,0,14.896,676,168,NaN,-0.156372789,NaN,NaN,NaN,54.14,47.302,78.23334163,9862.203126,9862.203126,NaN,78.23334163,78.23334163
Himachal Pradesh,1995,Rabi,271.179566,31597.41225,0.500862717,0,0,4764.6,-0.410058241,-0.024781843,572.1,0,14.782,676,168,NaN,-0.429519019,NaN,NaN,NaN,54.14,47.302,78.23334163,9862.203126,9862.203126,NaN,78.23334163,78.23334163
Himachal Pradesh,1996,Kharif,283.4330194,0,0,0,0,11456.2,0.073048438,-0.269806132,710.53,0,14.896,698,NaN,NaN,-0.193393964,NaN,NaN,NaN,60.89,48.246,73.68974322,9292.12584,9292.12584,NaN,73.68974322,73.68974322
Himachal Pradesh,1996,Rabi,271.2285548,NaN,NaN,NaN,NaN,4084.1,-0.472189222,0.025408489,569.3,0,17.855,698,NaN,NaN,-0.184035371,NaN,NaN,NaN,60.89,48.246,73.68974322,9292.12584,9292.12584,NaN,73.68974322,73.68974322
Himachal Pradesh,1997,Kharif,283.1413824,10421.47611,0.165194821,10421.47611,0.165194821,11463.5,-0.404441894,-0.105796192,761.91,0,15.318,714,75,NaN,0.379012484,NaN,NaN,NaN,61.59,56.0475,73.28838869,8848.327178,8848.327178,NaN,73.28838869,73.28838869
Himachal Pradesh,1997,Rabi,270.4782569,NaN,NaN,NaN,NaN,4551.1,-0.556028006,0.218973582,679.4,0,19.534,714,75,NaN,0.224052868,NaN,NaN,NaN,61.59,56.0475,73.28838869,8848.327178,8848.327178,NaN,73.28838869,73.28838869
Himachal Pradesh,1998,Kharif,284.1152001,0,0,0,0,13029.8,-0.721370246,0.099855253,808.42,76,0,724,77.5,3.39,-0.029367112,NaN,NaN,NaN,68.74,53.67,71.34116666,8466.520119,8466.520119,NaN,71.34116666,71.34116666
Himachal Pradesh,1998,Rabi,270.8492512,31376.49493,0.497360872,10421.47611,0.165194821,5363.6,-0.683076917,0.412300468,686.5,76,0,724,77.5,3.39,-0.032631873,NaN,NaN,NaN,68.74,53.67,71.34116666,8466.520119,8466.520119,NaN,71.34116666,71.34116666
Himachal Pradesh,1999,Kharif,284.0780629,20955.01882,0.332166052,0,0,11991.3,-0.633174081,0.00513652,816.24,76,0,742,80.1,3.53,0.021035171,NaN,NaN,NaN,72.41,56.574,70.73697171,8095.111288,8095.111288,NaN,70.73697171,70.73697171
Himachal Pradesh,1999,Rabi,272.6142535,168085.201,2.664383079,105108.078,1.666108514,3719.6,-0.507267156,0.075422966,619.9,74,0,742,80.1,3.53,-0.022000724,NaN,NaN,NaN,72.41,56.574,70.73697171,8095.111288,8095.111288,NaN,70.73697171,70.73697171
Himachal Pradesh,2000,Kharif,284.3659111,73619.51647,1.166971231,52552.43107,0.833028769,8599.4,-0.795713485,0.185685366,822.25,78,17.292,761,81.6,3.43,-0.160378049,NaN,NaN,NaN,74.9,61.74333333,71.13685404,7775.378099,7775.378099,NaN,71.13685404,71.13685404
Himachal Pradesh,2000,Rabi,272.1645795,94574.53529,1.499137283,31488.56152,0.499137283,3142.7,0.857109277,-1.028960784,274.9,73,18.26,761,81.6,3.43,0.093038099,NaN,NaN,NaN,74.9,61.74333333,71.13685404,7775.378099,7775.378099,NaN,71.13685404,71.13685404
Himachal Pradesh,2001,Kharif,284.2526395,73952.50039,1.172249487,31600.62811,0.500913693,8161.6,-1.072756655,0.300751893,922.07,77,16.464,756,82.3,3.55,-0.130076423,NaN,NaN,NaN,85.02,63.058,69.97258188,7452.882961,7452.882961,NaN,69.97258188,69.97258188
Himachal Pradesh,2001,Rabi,271.8516232,0,0,0,0,4415.4,-0.594376931,0.023955425,673.6,74,23.692,756,82.3,3.55,-0.29236773,NaN,NaN,NaN,85.02,63.058,69.97258188,7452.882961,7452.882961,NaN,69.97258188,69.97258188
Himachal Pradesh,2002,Kharif,283.7013473,63198.04036,1.001776411,31709.47884,0.502639128,7256.1,0.126770487,-0.466710256,581.31,79,15.64,773,82.8,3.42,-0.017464959,NaN,NaN,NaN,86.31,71.958,67.45143981,7236.569487,7236.569487,NaN,67.45143981,67.45143981
Himachal Pradesh,2002,Rabi,271.8429939,10421.47611,0.165194821,0,0,3973.3,-0.296203173,-0.45854465,527.6,77,24.081,773,82.8,3.42,-0.062254482,NaN,NaN,NaN,86.31,71.958,67.45143981,7236.569487,7236.569487,NaN,67.45143981,67.45143981
Himachal Pradesh,2003,Kharif,284.0965511,21067.0854,0.333942462,0,0,9509.4,-0.962611975,0.031637837,862.6,75,18.297,786,84,3.21,-0.039757566,NaN,NaN,NaN,78.47,67.90333333,66.52797603,7011.340684,7011.340684,NaN,66.52797603,66.52797603
Himachal Pradesh,2003,Rabi,271.9051522,0,0,0,0,3328.6,-0.438054292,-0.224291918,531,76,28.511,786,84,3.21,-0.055150812,NaN,NaN,NaN,78.47,67.90333333,66.52797603,7011.340684,7011.340684,NaN,66.52797603,66.52797603
Himachal Pradesh,2004,Kharif,283.0899429,63310.10695,1.003552821,10533.5427,0.166971231,8242.2,-0.628855581,-0.010717967,869.59,75,18.244,870,81.1,2.92,-0.162546788,NaN,NaN,NaN,80.45,73.1,66.84567327,6770.55458,6770.55458,NaN,66.84567327,66.84567327
Himachal Pradesh,2004,Rabi,272.1466187,10642.39344,0.168696666,0,0,6249.8,-0.945727672,0.881457675,732,75,28.009,870,81.1,2.92,0.024694277,NaN,NaN,NaN,80.45,73.1,66.84567327,6770.55458,6770.55458,NaN,66.84567327,66.84567327
Himachal Pradesh,2005,Kharif,283.6598913,10533.5427,0.166971231,0,0,8568.8,-0.372626886,-0.365752574,663.51,75,19.197,869,75.3,2.93,-0.04297345,NaN,NaN,NaN,82.79,67.47,67.4076045,6488.77065,6488.77065,NaN,67.4076045,67.4076045
Himachal Pradesh,2005,Rabi,271.4301844,NaN,NaN,NaN,NaN,4304.7,0.612213749,-0.580623007,698.2,74,28.776,869,75.3,2.93,0.151747888,NaN,NaN,NaN,82.79,67.47,67.4076045,6488.77065,6488.77065,NaN,67.4076045,67.4076045
Himachal Pradesh,2006,Kharif,284.1313261,31600.62811,0.500913693,10533.5427,0.166971231,9613.1,-0.838331428,-0.013418394,830.5,79.025,18.592,933,NaN,NaN,0.105213569,NaN,NaN,NaN,100.55,80.6325,66.73855786,6234.52273,6234.52273,NaN,66.73855786,66.73855786
Himachal Pradesh,2006,Rabi,272.817416,21063.86955,0.333891486,10642.39344,0.168696666,3938.3,-0.0423278,-0.620937448,527.3,75.79,30.389,933,NaN,NaN,0.225301388,NaN,NaN,NaN,100.55,80.6325,66.73855786,6234.52273,6234.52273,NaN,66.73855786,66.73855786
Himachal Pradesh,2007,Kharif,284.5021913,31709.47884,0.502639128,10533.5427,0.166971231,8321.3,-1.057130029,0.106394422,995.34,81.407,20.597,1007,84.3,4.11,-0.058626209,70479,309166,22.79649121,107.07,84.70125,65.2810262,6003.730292,6003.730292,NaN,65.2810262,65.2810262
